place,Jurisdiction,Age,Females,Males,year
248,Glendale,30-34,212.0,282,2013.0
249,Golden,30-34,555.0,807,2013.0
250,Greenwood Village,30-34,364.0,306,2013.0
251,Hudson,30-34,45.0,45,2013.0
252,Idaho Springs,30-34,50.0,19,2013.0
253,Jamestown,30-34,10.0,0,2013.0
254,Keenesburg,30-34,86.0,59,2013.0
255,Kiowa,30-34,52.0,34,2013.0
256,Lafayette,30-34,990.0,1057,2013.0
257,Lakeside,30-34,1.0,1,2013.0
258,Lakewood,30-34,5096.0,5351,2013.0
259,Larkspur,30-34,4.0,3,2013.0
260,Littleton,30-34,1313.0,1212,2013.0
261,Lone Tree,30-34,322.0,217,2013.0
262,Longmont,30-34,3018.0,2952,2013.0
263,Louisville,30-34,723.0,558,2013.0
264,Lyons,30-34,34.0,81,2013.0
265,Mead,30-34,88.0,61,2013.0
266,Morrison,30-34,1.0,4,2013.0
267,Mountain View,30-34,21.0,22,2013.0
268,Nederland,30-34,39.0,36,2013.0
269,Northglenn,30-34,1526.0,1281,2013.0
270,Parker,30-34,1833.0,1525,2013.0
271,Platteville,30-34,132.0,116,2013.0
272,Sheridan,30-34,174.0,248,2013.0
273,Silver Plume,30-34,0.0,26,2013.0
274,Superior,30-34,601.0,489,2013.0
275,Thornton,30-34,5219.0,5157,2013.0
276,Ward,30-34,0.0,0,2013.0
277,Westminster,30-34,4071.0,4912,2013.0
278,Wheat Ridge,30-34,971.0,905,2013.0
279,Weld County (DRCOG),30-34,2223.0,2228,2013.0
280,Region,30-34,117167.0,121364,2013.0
211,Arvada,35-39,3637.0,3855,2013.0
212,Aurora,35-39,12177.0,12648,2013.0
213,Bennett,35-39,37.0,116,2013.0
214,Black Hawk,35-39,0.0,2,2013.0
215,Boulder City,35-39,2908.0,2914,2013.0
216,Adams County,35-39,16230.0,18558,2013.0
217,Arapahoe County,35-39,20245.0,20457,2013.0
218,Boulder County,35-39,10346.0,9894,2013.0
219,Broomfield City/County,35-39,2402.0,2076,2013.0
220,Clear Creek County,35-39,240.0,319,2013.0
221,Denver City/County,35-39,23824.0,26206,2013.0
222,Douglas County,35-39,12625.0,12279,2013.0
223,Gilpin County,35-39,255.0,300,2013.0
224,Jefferson County,35-39,17366.0,18013,2013.0
225,Bow Mar,35-39,29.0,12,2013.0
226,Weld County,35-39,9063.0,9212,2013.0
227,Brighton,35-39,1076.0,1433,2013.0
228,Castle Pines,35-39,308.0,310,2013.0
229,Castle Rock,35-39,2468.0,2602,2013.0
230,Centennial,35-39,2735.0,2803,2013.0
231,Central City,35-39,31.0,36,2013.0
232,Cherry Hills Village,35-39,162.0,106,2013.0
233,Columbine Valley,35-39,24.0,28,2013.0
234,Commerce City,35-39,1955.0,2232,2013.0
235,Dacono,35-39,190.0,135,2013.0
236,Deer Trail,35-39,8.0,24,2013.0
237,Edgewater,35-39,199.0,225,2013.0
238,Elizabeth,35-39,38.0,75,2013.0
239,Empire,35-39,3.0,4,2013.0
240,Englewood,35-39,1170.0,1323,2013.0
241,Erie,35-39,831.0,841,2013.0
242,Federal Heights,35-39,504.0,492,2013.0
243,Firestone,35-39,447.0,462,2013.0
244,Fort Lupton,35-39,216.0,269,2013.0
245,Foxfield,35-39,19.0,17,2013.0
246,Frederick,35-39,398.0,329,2013.0
247,Georgetown,35-39,41.0,36,2013.0
248,Glendale,35-39,189.0,203,2013.0
249,Golden,35-39,532.0,609,2013.0
250,Greenwood Village,35-39,361.0,297,2013.0
251,Hudson,35-39,51.0,62,2013.0
252,Idaho Springs,35-39,71.0,69,2013.0
253,Jamestown,35-39,9.0,10,2013.0
254,Keenesburg,35-39,72.0,55,2013.0
255,Kiowa,35-39,9.0,19,2013.0
256,Lafayette,35-39,1208.0,895,2013.0
257,Lakeside,35-39,0.0,0,2013.0
258,Lakewood,35-39,4849.0,4994,2013.0
259,Larkspur,35-39,7.0,3,2013.0
260,Littleton,35-39,1361.0,1282,2013.0
261,Lone Tree,35-39,472.0,374,2013.0
262,Longmont,35-39,3227.0,3259,2013.0
263,Louisville,35-39,585.0,651,2013.0
264,Lyons,35-39,133.0,124,2013.0
265,Mead,35-39,104.0,130,2013.0
266,Morrison,35-39,10.0,14,2013.0
267,Mountain View,35-39,17.0,12,2013.0
268,Nederland,35-39,98.0,83,2013.0
269,Northglenn,35-39,1139.0,1440,2013.0
270,Parker,35-39,2242.0,2673,2013.0
271,Platteville,35-39,60.0,85,2013.0
272,Sheridan,35-39,161.0,145,2013.0
273,Silver Plume,35-39,0.0,15,2013.0
274,Superior,35-39,565.0,460,2013.0
275,Thornton,35-39,4409.0,4904,2013.0
276,Ward,35-39,4.0,7,2013.0
277,Westminster,35-39,4063.0,3691,2013.0
278,Wheat Ridge,35-39,915.0,1070,2013.0
279,Weld County (DRCOG),35-39,2133.0,2307,2013.0
280,Region,35-39,113367.0,117964,2013.0
211,Arvada,40-44,3420.0,3570,2013.0
212,Aurora,40-44,11004.0,11691,2013.0
213,Bennett,40-44,103.0,84,2013.0
214,Black Hawk,40-44,2.0,0,2013.0
215,Boulder City,40-44,2788.0,2924,2013.0
216,Adams County,40-44,15913.0,15907,2013.0
217,Arapahoe County,40-44,21901.0,20976,2013.0
218,Boulder County,40-44,9987.0,10664,2013.0
219,Broomfield City/County,40-44,2112.0,2433,2013.0
220,Clear Creek County,40-44,376.0,355,2013.0
221,Denver City/County,40-44,19920.0,24191,2013.0
222,Douglas County,40-44,13510.0,12877,2013.0
223,Gilpin County,40-44,256.0,215,2013.0
224,Jefferson County,40-44,18387.0,17993,2013.0
225,Bow Mar,40-44,38.0,46,2013.0
226,Weld County,40-44,8255.0,8742,2013.0
227,Brighton,40-44,1391.0,1305,2013.0
228,Castle Pines,40-44,590.0,564,2013.0
229,Castle Rock,40-44,2209.0,2097,2013.0
230,Centennial,40-44,4526.0,3429,2013.0
231,Central City,40-44,31.0,35,2013.0
232,Cherry Hills Village,40-44,162.0,153,2013.0
233,Columbine Valley,40-44,35.0,12,2013.0
234,Commerce City,40-44,1444.0,1781,2013.0
235,Dacono,40-44,185.0,188,2013.0
236,Deer Trail,40-44,4.0,11,2013.0
237,Edgewater,40-44,121.0,137,2013.0
238,Elizabeth,40-44,17.0,53,2013.0
239,Empire,40-44,3.0,6,2013.0
240,Englewood,40-44,992.0,856,2013.0
241,Erie,40-44,849.0,1101,2013.0
242,Federal Heights,40-44,355.0,194,2013.0
243,Firestone,40-44,455.0,530,2013.0
244,Fort Lupton,40-44,320.0,174,2013.0
245,Foxfield,40-44,24.0,21,2013.0
246,Frederick,40-44,364.0,425,2013.0
247,Georgetown,40-44,34.0,26,2013.0
248,Glendale,40-44,161.0,111,2013.0
249,Golden,40-44,537.0,516,2013.0
250,Greenwood Village,40-44,586.0,384,2013.0
251,Hudson,40-44,89.0,73,2013.0
252,Idaho Springs,40-44,89.0,101,2013.0
253,Jamestown,40-44,21.0,10,2013.0
254,Keenesburg,40-44,72.0,44,2013.0
255,Kiowa,40-44,30.0,29,2013.0
256,Lafayette,40-44,910.0,1035,2013.0
257,Lakeside,40-44,0.0,2,2013.0
258,Lakewood,40-44,4186.0,4491,2013.0
259,Larkspur,40-44,5.0,11,2013.0
260,Littleton,40-44,1541.0,1314,2013.0
261,Lone Tree,40-44,531.0,553,2013.0
262,Longmont,40-44,2799.0,3111,2013.0
263,Louisville,40-44,692.0,723,2013.0
264,Lyons,40-44,83.0,94,2013.0
265,Mead,40-44,121.0,199,2013.0
266,Morrison,40-44,6.0,11,2013.0
267,Mountain View,40-44,20.0,25,2013.0
268,Nederland,40-44,68.0,108,2013.0
269,Northglenn,40-44,1088.0,1012,2013.0
270,Parker,40-44,2392.0,2149,2013.0
271,Platteville,40-44,77.0,56,2013.0
272,Sheridan,40-44,112.0,190,2013.0
273,Silver Plume,40-44,7.0,1,2013.0
274,Superior,40-44,643.0,684,2013.0
275,Thornton,40-44,4894.0,4557,2013.0
276,Ward,40-44,6.0,3,2013.0
277,Westminster,40-44,3779.0,4031,2013.0
278,Wheat Ridge,40-44,1052.0,1163,2013.0
279,Weld County (DRCOG),40-44,2356.0,2569,2013.0
280,Region,40-44,111432.0,115168,2013.0
211,Arvada,45-49,4449.0,4225,2013.0
212,Aurora,45-49,11048.0,10445,2013.0
213,Bennett,45-49,113.0,96,2013.0
214,Black Hawk,45-49,5.0,0,2013.0
215,Boulder City,45-49,2801.0,2501,2013.0
216,Adams County,45-49,14756.0,15424,2013.0
217,Arapahoe County,45-49,21519.0,20361,2013.0
218,Boulder County,45-49,10779.0,10487,2013.0
219,Broomfield City/County,45-49,2056.0,2190,2013.0
220,Clear Creek County,45-49,365.0,388,2013.0
221,Denver City/County,45-49,17711.0,19605,2013.0
222,Douglas County,45-49,12964.0,12621,2013.0
223,Gilpin County,45-49,190.0,168,2013.0
224,Jefferson County,45-49,21796.0,20647,2013.0
225,Bow Mar,45-49,35.0,50,2013.0
226,Weld County,45-49,8435.0,8698,2013.0
227,Brighton,45-49,1160.0,1190,2013.0
228,Castle Pines,45-49,665.0,553,2013.0
229,Castle Rock,45-49,2092.0,2016,2013.0
230,Centennial,45-49,4351.0,3901,2013.0
231,Central City,45-49,26.0,33,2013.0
232,Cherry Hills Village,45-49,343.0,240,2013.0
233,Columbine Valley,45-49,46.0,28,2013.0
234,Commerce City,45-49,1142.0,1262,2013.0
235,Dacono,45-49,230.0,169,2013.0
236,Deer Trail,45-49,3.0,0,2013.0
237,Edgewater,45-49,238.0,184,2013.0
238,Elizabeth,45-49,60.0,46,2013.0
239,Empire,45-49,4.0,19,2013.0
240,Englewood,45-49,1178.0,1010,2013.0
241,Erie,45-49,777.0,657,2013.0
242,Federal Heights,45-49,314.0,202,2013.0
243,Firestone,45-49,338.0,342,2013.0
244,Fort Lupton,45-49,179.0,305,2013.0
245,Foxfield,45-49,44.0,25,2013.0
246,Frederick,45-49,369.0,318,2013.0
247,Georgetown,45-49,50.0,49,2013.0
248,Glendale,45-49,76.0,112,2013.0
249,Golden,45-49,559.0,647,2013.0
250,Greenwood Village,45-49,736.0,478,2013.0
251,Hudson,45-49,41.0,76,2013.0
252,Idaho Springs,45-49,117.0,62,2013.0
253,Jamestown,45-49,6.0,19,2013.0
254,Keenesburg,45-49,18.0,52,2013.0
255,Kiowa,45-49,18.0,39,2013.0
256,Lafayette,45-49,940.0,897,2013.0
257,Lakeside,45-49,0.0,0,2013.0
258,Lakewood,45-49,4710.0,4672,2013.0
259,Larkspur,45-49,18.0,9,2013.0
260,Littleton,45-49,1478.0,1297,2013.0
261,Lone Tree,45-49,480.0,456,2013.0
262,Longmont,45-49,3162.0,3612,2013.0
263,Louisville,45-49,630.0,821,2013.0
264,Lyons,45-49,79.0,29,2013.0
265,Mead,45-49,229.0,155,2013.0
266,Morrison,45-49,10.0,13,2013.0
267,Mountain View,45-49,17.0,18,2013.0
268,Nederland,45-49,77.0,43,2013.0
269,Northglenn,45-49,1185.0,1259,2013.0
270,Parker,45-49,1872.0,1934,2013.0
271,Platteville,45-49,110.0,216,2013.0
272,Sheridan,45-49,259.0,113,2013.0
273,Silver Plume,45-49,17.0,14,2013.0
274,Superior,45-49,595.0,539,2013.0
275,Thornton,45-49,4100.0,4311,2013.0
276,Ward,45-49,6.0,6,2013.0
277,Westminster,45-49,3853.0,4105,2013.0
278,Wheat Ridge,45-49,1141.0,1060,2013.0
279,Weld County (DRCOG),45-49,2530.0,2434,2013.0
280,Region,45-49,111764.0,111691,2013.0
211,Arvada,50-54,4521.0,4157,2013.0
212,Aurora,50-54,10807.0,10324,2013.0
213,Bennett,50-54,28.0,88,2013.0
214,Black Hawk,50-54,2.0,13,2013.0
215,Boulder City,50-54,2577.0,2513,2013.0
216,Adams County,50-54,14376.0,14443,2013.0
217,Arapahoe County,50-54,22197.0,20680,2013.0
218,Boulder County,50-54,11364.0,10937,2013.0
219,Broomfield City/County,50-54,2002.0,1911,2013.0
220,Clear Creek County,50-54,459.0,504,2013.0
221,Denver City/County,50-54,17901.0,18472,2013.0
222,Douglas County,50-54,11419.0,11286,2013.0
223,Gilpin County,50-54,287.0,358,2013.0
224,Jefferson County,50-54,23651.0,22747,2013.0
225,Bow Mar,50-54,62.0,60,2013.0
226,Weld County,50-54,8508.0,8709,2013.0
227,Brighton,50-54,830.0,1038,2013.0
228,Castle Pines,50-54,414.0,403,2013.0
229,Castle Rock,50-54,1639.0,1775,2013.0
230,Centennial,50-54,4975.0,4338,2013.0
231,Central City,50-54,8.0,86,2013.0
232,Cherry Hills Village,50-54,333.0,253,2013.0
233,Columbine Valley,50-54,72.0,110,2013.0
234,Commerce City,50-54,1267.0,1323,2013.0
235,Dacono,50-54,141.0,244,2013.0
236,Deer Trail,50-54,23.0,16,2013.0
237,Edgewater,50-54,273.0,146,2013.0
238,Elizabeth,50-54,27.0,34,2013.0
239,Empire,50-54,22.0,7,2013.0
240,Englewood,50-54,1090.0,1319,2013.0
241,Erie,50-54,869.0,915,2013.0
242,Federal Heights,50-54,338.0,433,2013.0
243,Firestone,50-54,380.0,199,2013.0
244,Fort Lupton,50-54,158.0,233,2013.0
245,Foxfield,50-54,38.0,48,2013.0
246,Frederick,50-54,283.0,437,2013.0
247,Georgetown,50-54,40.0,63,2013.0
248,Glendale,50-54,81.0,130,2013.0
249,Golden,50-54,673.0,660,2013.0
250,Greenwood Village,50-54,592.0,664,2013.0
251,Hudson,50-54,60.0,81,2013.0
252,Idaho Springs,50-54,65.0,68,2013.0
253,Jamestown,50-54,10.0,8,2013.0
254,Keenesburg,50-54,46.0,57,2013.0
255,Kiowa,50-54,12.0,43,2013.0
256,Lafayette,50-54,1211.0,947,2013.0
257,Lakeside,50-54,0.0,0,2013.0
258,Lakewood,50-54,5417.0,5564,2013.0
259,Larkspur,50-54,17.0,15,2013.0
260,Littleton,50-54,2006.0,1881,2013.0
261,Lone Tree,50-54,334.0,471,2013.0
262,Longmont,50-54,3216.0,2987,2013.0
263,Louisville,50-54,1088.0,915,2013.0
264,Lyons,50-54,57.0,94,2013.0
265,Mead,50-54,179.0,215,2013.0
266,Morrison,50-54,21.0,8,2013.0
267,Mountain View,50-54,19.0,16,2013.0
268,Nederland,50-54,36.0,77,2013.0
269,Northglenn,50-54,1156.0,1139,2013.0
270,Parker,50-54,1799.0,1569,2013.0
271,Platteville,50-54,99.0,95,2013.0
272,Sheridan,50-54,118.0,144,2013.0
273,Silver Plume,50-54,12.0,5,2013.0
274,Superior,50-54,448.0,548,2013.0
275,Thornton,50-54,4242.0,3730,2013.0
276,Ward,50-54,3.0,3,2013.0
277,Westminster,50-54,4071.0,4020,2013.0
278,Wheat Ridge,50-54,1257.0,1105,2013.0
279,Weld County (DRCOG),50-54,2158.0,2457,2013.0
280,Region,50-54,113457.0,111273,2013.0
211,Arvada,55-59,4098.0,3811,2013.0
212,Aurora,55-59,10283.0,8864,2013.0
213,Bennett,55-59,63.0,85,2013.0
214,Black Hawk,55-59,12.0,22,2013.0
215,Boulder City,55-59,2820.0,2571,2013.0
216,Adams County,55-59,12389.0,12414,2013.0
217,Arapahoe County,55-59,19762.0,18166,2013.0
218,Boulder County,55-59,10817.0,10388,2013.0
219,Broomfield City/County,55-59,2052.0,1686,2013.0
220,Clear Creek County,55-59,618.0,478,2013.0
221,Denver City/County,55-59,17077.0,17071,2013.0
222,Douglas County,55-59,9230.0,8621,2013.0
223,Gilpin County,55-59,296.0,365,2013.0
224,Jefferson County,55-59,21911.0,20530,2013.0
225,Bow Mar,55-59,50.0,21,2013.0
226,Weld County,55-59,7772.0,7630,2013.0
227,Brighton,55-59,986.0,940,2013.0
228,Castle Pines,55-59,338.0,295,2013.0
229,Castle Rock,55-59,1432.0,1102,2013.0
230,Centennial,55-59,3963.0,4029,2013.0
231,Central City,55-59,11.0,32,2013.0
232,Cherry Hills Village,55-59,267.0,361,2013.0
233,Columbine Valley,55-59,81.0,78,2013.0
234,Commerce City,55-59,1404.0,1260,2013.0
235,Dacono,55-59,64.0,80,2013.0
236,Deer Trail,55-59,21.0,16,2013.0
237,Edgewater,55-59,96.0,54,2013.0
238,Elizabeth,55-59,34.0,31,2013.0
239,Empire,55-59,29.0,25,2013.0
240,Englewood,55-59,1270.0,1074,2013.0
241,Erie,55-59,638.0,545,2013.0
242,Federal Heights,55-59,347.0,291,2013.0
243,Firestone,55-59,258.0,296,2013.0
244,Fort Lupton,55-59,239.0,361,2013.0
245,Foxfield,55-59,24.0,31,2013.0
246,Frederick,55-59,167.0,278,2013.0
247,Georgetown,55-59,51.0,19,2013.0
248,Glendale,55-59,91.0,107,2013.0
249,Golden,55-59,701.0,428,2013.0
250,Greenwood Village,55-59,572.0,667,2013.0
251,Hudson,55-59,81.0,43,2013.0
252,Idaho Springs,55-59,106.0,55,2013.0
253,Jamestown,55-59,10.0,15,2013.0
254,Keenesburg,55-59,19.0,11,2013.0
255,Kiowa,55-59,9.0,32,2013.0
256,Lafayette,55-59,1080.0,989,2013.0
257,Lakeside,55-59,0.0,0,2013.0
258,Lakewood,55-59,5404.0,5037,2013.0
259,Larkspur,55-59,9.0,18,2013.0
260,Littleton,55-59,1703.0,1613,2013.0
261,Lone Tree,55-59,388.0,321,2013.0
262,Longmont,55-59,2870.0,2663,2013.0
263,Louisville,55-59,885.0,850,2013.0
264,Lyons,55-59,113.0,127,2013.0
265,Mead,55-59,152.0,168,2013.0
266,Morrison,55-59,19.0,11,2013.0
267,Mountain View,55-59,11.0,19,2013.0
268,Nederland,55-59,57.0,50,2013.0
269,Northglenn,55-59,1017.0,997,2013.0
270,Parker,55-59,1019.0,1012,2013.0
271,Platteville,55-59,33.0,47,2013.0
272,Sheridan,55-59,83.0,156,2013.0
273,Silver Plume,55-59,2.0,20,2013.0
274,Superior,55-59,294.0,285,2013.0
275,Thornton,55-59,3038.0,3163,2013.0
276,Ward,55-59,6.0,4,2013.0
277,Westminster,55-59,3484.0,3453,2013.0
278,Wheat Ridge,55-59,1145.0,1000,2013.0
279,Weld County (DRCOG),55-59,1952.0,2032,2013.0
280,Region,55-59,102949.0,98536,2013.0
211,Arvada,60-64,3572.0,3229,2013.0
212,Aurora,60-64,9187.0,7553,2013.0
213,Bennett,60-64,86.0,48,2013.0
214,Black Hawk,60-64,0.0,9,2013.0
215,Boulder City,60-64,2053.0,2073,2013.0
216,Adams County,60-64,10063.0,9307,2013.0
217,Arapahoe County,60-64,16943.0,15033,2013.0
218,Boulder County,60-64,7800.0,7892,2013.0
219,Broomfield City/County,60-64,1148.0,1205,2013.0
220,Clear Creek County,60-64,223.0,498,2013.0
221,Denver City/County,60-64,15803.0,14456,2013.0
222,Douglas County,60-64,7263.0,7200,2013.0
223,Gilpin County,60-64,184.0,250,2013.0
224,Jefferson County,60-64,17589.0,17223,2013.0
225,Bow Mar,60-64,31.0,31,2013.0
226,Weld County,60-64,6556.0,6374,2013.0
227,Brighton,60-64,961.0,535,2013.0
228,Castle Pines,60-64,239.0,267,2013.0
229,Castle Rock,60-64,1059.0,977,2013.0
230,Centennial,60-64,3616.0,3318,2013.0
231,Central City,60-64,40.0,22,2013.0
232,Cherry Hills Village,60-64,207.0,292,2013.0
233,Columbine Valley,60-64,56.0,67,2013.0
234,Commerce City,60-64,784.0,983,2013.0
235,Dacono,60-64,127.0,112,2013.0
236,Deer Trail,60-64,12.0,13,2013.0
237,Edgewater,60-64,74.0,126,2013.0
238,Elizabeth,60-64,28.0,14,2013.0
239,Empire,60-64,9.0,12,2013.0
240,Englewood,60-64,663.0,816,2013.0
241,Erie,60-64,368.0,441,2013.0
242,Federal Heights,60-64,234.0,222,2013.0
243,Firestone,60-64,136.0,305,2013.0
244,Fort Lupton,60-64,240.0,145,2013.0
245,Foxfield,60-64,49.0,40,2013.0
246,Frederick,60-64,177.0,185,2013.0
247,Georgetown,60-64,30.0,40,2013.0
248,Glendale,60-64,43.0,38,2013.0
249,Golden,60-64,418.0,599,2013.0
250,Greenwood Village,60-64,724.0,627,2013.0
251,Hudson,60-64,19.0,21,2013.0
252,Idaho Springs,60-64,55.0,128,2013.0
253,Jamestown,60-64,6.0,9,2013.0
254,Keenesburg,60-64,37.0,15,2013.0
255,Kiowa,60-64,15.0,40,2013.0
256,Lafayette,60-64,678.0,762,2013.0
257,Lakeside,60-64,0.0,0,2013.0
258,Lakewood,60-64,4644.0,4303,2013.0
259,Larkspur,60-64,12.0,7,2013.0
260,Littleton,60-64,1420.0,1120,2013.0
261,Lone Tree,60-64,398.0,327,2013.0
262,Longmont,60-64,2458.0,2049,2013.0
263,Louisville,60-64,667.0,606,2013.0
264,Lyons,60-64,96.0,47,2013.0
265,Mead,60-64,78.0,83,2013.0
266,Morrison,60-64,12.0,9,2013.0
267,Mountain View,60-64,13.0,12,2013.0
268,Nederland,60-64,24.0,39,2013.0
269,Northglenn,60-64,793.0,679,2013.0
270,Parker,60-64,539.0,627,2013.0
271,Platteville,60-64,58.0,39,2013.0
272,Sheridan,60-64,166.0,73,2013.0
273,Silver Plume,60-64,11.0,17,2013.0
274,Superior,60-64,156.0,151,2013.0
275,Thornton,60-64,2461.0,2401,2013.0
276,Ward,60-64,0.0,2,2013.0
277,Westminster,60-64,2993.0,2357,2013.0
278,Wheat Ridge,60-64,971.0,1024,2013.0
279,Weld County (DRCOG),60-64,1448.0,1601,2013.0
280,Region,60-64,84495.0,80228,2013.0
211,Arvada,65-69,2749.0,2237,2013.0
212,Aurora,65-69,6616.0,5100,2013.0
213,Bennett,65-69,6.0,17,2013.0
214,Black Hawk,65-69,3.0,0,2013.0
215,Boulder City,65-69,1608.0,1358,2013.0
216,Adams County,65-69,7671.0,6318,2013.0
217,Arapahoe County,65-69,11763.0,10188,2013.0
218,Boulder County,65-69,5803.0,5388,2013.0
219,Broomfield City/County,65-69,1166.0,935,2013.0
220,Clear Creek County,65-69,266.0,339,2013.0
221,Denver City/County,65-69,11456.0,9563,2013.0
222,Douglas County,65-69,4981.0,4496,2013.0
223,Gilpin County,65-69,105.0,214,2013.0
224,Jefferson County,65-69,12794.0,11435,2013.0
225,Bow Mar,65-69,18.0,20,2013.0
226,Weld County,65-69,4377.0,4120,2013.0
227,Brighton,65-69,570.0,330,2013.0
228,Castle Pines,65-69,247.0,270,2013.0
229,Castle Rock,65-69,797.0,433,2013.0
230,Centennial,65-69,2342.0,2402,2013.0
231,Central City,65-69,14.0,16,2013.0
232,Cherry Hills Village,65-69,133.0,178,2013.0
233,Columbine Valley,65-69,48.0,41,2013.0
234,Commerce City,65-69,557.0,632,2013.0
235,Dacono,65-69,72.0,71,2013.0
236,Deer Trail,65-69,0.0,8,2013.0
237,Edgewater,65-69,138.0,79,2013.0
238,Elizabeth,65-69,17.0,13,2013.0
239,Empire,65-69,6.0,24,2013.0
240,Englewood,65-69,360.0,530,2013.0
241,Erie,65-69,316.0,325,2013.0
242,Federal Heights,65-69,228.0,205,2013.0
243,Firestone,65-69,88.0,120,2013.0
244,Fort Lupton,65-69,93.0,201,2013.0
245,Foxfield,65-69,23.0,37,2013.0
246,Frederick,65-69,111.0,86,2013.0
247,Georgetown,65-69,37.0,48,2013.0
248,Glendale,65-69,53.0,10,2013.0
249,Golden,65-69,283.0,338,2013.0
250,Greenwood Village,65-69,460.0,325,2013.0
251,Hudson,65-69,44.0,47,2013.0
252,Idaho Springs,65-69,59.0,47,2013.0
253,Jamestown,65-69,4.0,10,2013.0
254,Keenesburg,65-69,20.0,48,2013.0
255,Kiowa,65-69,34.0,28,2013.0
256,Lafayette,65-69,528.0,444,2013.0
257,Lakeside,65-69,0.0,0,2013.0
258,Lakewood,65-69,3642.0,2990,2013.0
259,Larkspur,65-69,2.0,3,2013.0
260,Littleton,65-69,1158.0,938,2013.0
261,Lone Tree,65-69,301.0,233,2013.0
262,Longmont,65-69,1597.0,1513,2013.0
263,Louisville,65-69,318.0,248,2013.0
264,Lyons,65-69,61.0,49,2013.0
265,Mead,65-69,74.0,92,2013.0
266,Morrison,65-69,5.0,21,2013.0
267,Mountain View,65-69,22.0,4,2013.0
268,Nederland,65-69,16.0,21,2013.0
269,Northglenn,65-69,699.0,648,2013.0
270,Parker,65-69,564.0,398,2013.0
271,Platteville,65-69,80.0,44,2013.0
272,Sheridan,65-69,209.0,93,2013.0
273,Silver Plume,65-69,9.0,3,2013.0
274,Superior,65-69,51.0,175,2013.0
275,Thornton,65-69,1851.0,1353,2013.0
276,Ward,65-69,4.0,1,2013.0
277,Westminster,65-69,1917.0,1764,2013.0
278,Wheat Ridge,65-69,790.0,558,2013.0
279,Weld County (DRCOG),65-69,1037.0,979,2013.0
280,Region,65-69,60885.0,53624,2013.0
211,Arvada,70-74,1835.0,1547,2013.0
212,Aurora,70-74,3716.0,3261,2013.0
213,Bennett,70-74,20.0,14,2013.0
214,Black Hawk,70-74,5.0,0,2013.0
215,Boulder City,70-74,1081.0,905,2013.0
216,Adams County,70-74,4898.0,4423,2013.0
217,Arapahoe County,70-74,7419.0,6325,2013.0
218,Boulder County,70-74,3833.0,3430,2013.0
219,Broomfield City/County,70-74,649.0,660,2013.0
220,Clear Creek County,70-74,131.0,150,2013.0
221,Denver City/County,70-74,7395.0,6244,2013.0
222,Douglas County,70-74,2856.0,2924,2013.0
223,Gilpin County,70-74,98.0,45,2013.0
224,Jefferson County,70-74,8793.0,7495,2013.0
225,Bow Mar,70-74,20.0,15,2013.0
226,Weld County,70-74,3502.0,3391,2013.0
227,Brighton,70-74,304.0,328,2013.0
228,Castle Pines,70-74,186.0,168,2013.0
229,Castle Rock,70-74,515.0,540,2013.0
230,Centennial,70-74,1549.0,1207,2013.0
231,Central City,70-74,2.0,0,2013.0
232,Cherry Hills Village,70-74,106.0,120,2013.0
233,Columbine Valley,70-74,46.0,45,2013.0
234,Commerce City,70-74,420.0,345,2013.0
235,Dacono,70-74,61.0,118,2013.0
236,Deer Trail,70-74,10.0,4,2013.0
237,Edgewater,70-74,77.0,70,2013.0
238,Elizabeth,70-74,24.0,3,2013.0
239,Empire,70-74,4.0,0,2013.0
240,Englewood,70-74,456.0,279,2013.0
241,Erie,70-74,135.0,157,2013.0
242,Federal Heights,70-74,269.0,135,2013.0
243,Firestone,70-74,108.0,78,2013.0
244,Fort Lupton,70-74,80.0,83,2013.0
245,Foxfield,70-74,5.0,17,2013.0
246,Frederick,70-74,85.0,111,2013.0
247,Georgetown,70-74,15.0,22,2013.0
248,Glendale,70-74,0.0,0,2013.0
249,Golden,70-74,192.0,157,2013.0
250,Greenwood Village,70-74,173.0,371,2013.0
251,Hudson,70-74,6.0,18,2013.0
252,Idaho Springs,70-74,9.0,27,2013.0
253,Jamestown,70-74,2.0,5,2013.0
254,Keenesburg,70-74,3.0,28,2013.0
255,Kiowa,70-74,24.0,19,2013.0
256,Lafayette,70-74,255.0,221,2013.0
257,Lakeside,70-74,0.0,0,2013.0
258,Lakewood,70-74,2835.0,2225,2013.0
259,Larkspur,70-74,11.0,0,2013.0
260,Littleton,70-74,902.0,666,2013.0
261,Lone Tree,70-74,171.0,134,2013.0
262,Longmont,70-74,1379.0,1030,2013.0
263,Louisville,70-74,151.0,182,2013.0
264,Lyons,70-74,22.0,38,2013.0
265,Mead,70-74,39.0,48,2013.0
266,Morrison,70-74,26.0,10,2013.0
267,Mountain View,70-74,20.0,14,2013.0
268,Nederland,70-74,21.0,14,2013.0
269,Northglenn,70-74,491.0,393,2013.0
270,Parker,70-74,309.0,248,2013.0
271,Platteville,70-74,18.0,44,2013.0
272,Sheridan,70-74,95.0,169,2013.0
273,Silver Plume,70-74,0.0,4,2013.0
274,Superior,70-74,70.0,46,2013.0
275,Thornton,70-74,922.0,1041,2013.0
276,Ward,70-74,0.0,0,2013.0
277,Westminster,70-74,1412.0,1053,2013.0
278,Wheat Ridge,70-74,494.0,435,2013.0
